order_id,order_date,customer_email,country,channel,product_sku,product_name,quantity,unit_price,order_total,weight,currency,status,,
ORD-101221,15-01-2026,customer1184@example.com,ireland,direct,FR-3345,CafÃ© Latte Mug,2,89,178,340,GBP,completed,,14-01-2026
ORD-102055,13-05-2026,customer0735@example.com,United Kingdom,organic,FR-5567,Merino Base Layer,-1,149,-149,0.19,GBP,completed,,15-01-2026
ORD-102118,19-06-2026,customer1072@example.com,Ireland,social,FR-1120,Fell Runner Cap,3,24,72,0.085,GBP,completed,,13-05-2026
ORD-101531,05-11-2026,customer0814@example.com,UK,email,FR-3345,CafÃ© Latte Mug,2,85.5,171,0.34,EUR,completed,,19-06-2026
ORD-101429,26-05-2026,customer0368@example.com,UK,organic,FR-7781,Storm Overtrousers,3,24,72,0.41,GBP,refunded,,11-05-2026
ORD-101372,16-01-2026,customer0658@example.com,uk ,direct,FR-8890,Summit Down Gilet,1,11.25,11.25,380,GBP,completed,,26-05-2026
ORD-101570,04-07-2026,customer0843@example.com, UK,paid_search,FR-2210,Trail Softshell,2,11.25,22.5,520,GBP,completed,,16-01-2026
ORD-101237,24-04-2026,customer1101@example.com,uk ,organic,FR-9902,Trekking Poles,2,95,171,0.52,GBP,completed,,07-04-2026
ORD-102733,03-06-2026,customer1291@example.com,ireland,direct,FR-2210,Trail Softshell,1,£116.10,116.1,520,EUR,completed,,24-04-2026
ORD-100314,05-08-2026,customer0820@example.com,Ireland,direct,FR-4471,Alpine Jacket,2,40.5,81,0.64,GBP,completed,,06-03-2026
ORD-102277,28-06-2026,customer0975@example.com, UK,organic,FR-2210,Trail Softshell,1,85.5,85.5,0.52,EUR,completed,,08-05-2026
ORD-102431,07-02-2026,customer0946@example.com,gb,direct,FR-1120,Fell Runner Cap,2,40.5,81,0.085,GBP,refunded,,28-06-2026
ORD-101431,05-01-2026,customer0844@example.com,uk ,organic,FR-9902,Trekking Poles,2,85.5,171,0.52,GBP,completed,,02-07-2026
ORD-102072,20-01-2026,customer0732@example.com,Germany,organic,FR-3345,CafÃ© Latte Mug,3,11.25,33.75,340,GBP,completed,,01-05-2026
ORD-102983,02-10-2026,customer1264@example.com,gb,direct,FR-9902,Trekking Poles,3,79,237,520,GBP,completed,,20-01-2026
ORD-101945,09-05-2026,customer0119@example.com,France,paid_search,FR-3345,CafÃ© Latte Mug,3,89,267,0.34,GBP,completed,,10-02-2026
ORD-101850,14-03-2026,customer0063@example.com,France,direct,FR-7781,Storm Overtrousers,2,45,90,410,GBP,completed,,05-09-2026
ORD-101650,19-05-2026,customer0184@example.com,United Kingdom,organic,FR-7781,Storm Overtrousers,3,129,387,0.41,GBP,completed,,03/14/2026
ORD-102725,17-05-2026,customer1123@example.com,France,paid_search,FR-8890,Summit Down Gilet,2,129,258,0.38,GBP,refunded,,19-05-2026
ORD-102852,26-05-2026,customer0394@example.com,Ireland,paid_search,FR-1120,Fell Runner Cap,1,116.1,116.1,0.085,GBP,completed,,05/17/2026
ORD-101069,19-03-2026,customer0006@example.com,GB,direct,FR-8890,Summit Down Gilet,2,24,48,380,EUR,completed,,26-05-2026
ORD-102523,31-03-2026,customer0921@example.com,UK,social,FR-5567,Merino Base Layer,1,129,103.2,190,GBP,refunded,,19-03-2026
ORD-101173,16-05-2026,customer0245@example.com,Ireland,social,FR-7781,Storm Overtrousers,1,12.5,12.5,0.41,GBP,completed,,31-03-2026
ORD-100798,19-05-2026,customer0918@example.com, UK,social,FR-3345,CafÃ© Latte Mug,3,21.6,64.8,0.34,GBP,completed,,16-05-2026
ORD-100370,20-05-2026,customer1151@example.com,Ireland,organic,FR-5567,Merino Base Layer,1,149,149,0.19,GBP,completed,,19-05-2026
ORD-100464,19-02-2026,customer0844@example.com,UK,social,FR-1120,Fell Runner Cap,1,79,79,85,GBP,completed,,05/20/2026
ORD-100662,03-01-2026,customer1198@example.com,France,organic,FR-4471,Alpine Jacket,1,24,24,640,GBP,completed,,19-02-2026
ORD-102005,14-01-2026,customer0369@example.com, UK,organic,FR-9902,Trekking Poles,2,GBP116.10,232.2,520,GBP,refunded,,01-03-2026
ORD-102592,05-07-2026,customer0842@example.com,uk ,email,FR-5567,Merino Base Layer,1,85.5,85.5,0.19,GBP,completed,,14-01-2026
ORD-100862,23-02-2026,customer0427@example.com,Germany,social,FR-4471,Alpine Jacket,2,40.5,81,640,GBP,completed,,07-05-2026
ORD-101693,19-03-2026,customer0461@example.com,uk ,paid_search,FR-1120,Fell Runner Cap,1,79,79,85,EUR,completed,,23-02-2026
ORD-102839,05-04-2026,customer0251@example.com, UK,organic,FR-9902,Trekking Poles,1,80.1,80.1,520,GBP,completed,,19-03-2026
ORD-102331,23-02-2026,customer0592@example.com,France,organic,FR-5567,Merino Base Layer,1,71.1,71.1,190,GBP,completed,,04-05-2026
ORD-102439,30-06-2026,customer1164@example.com,Ireland,organic,FR-8890,Summit Down Gilet,-2,129,-258,0.38,GBP,completed,,23-02-2026
ORD-101437,20-02-2026,customer0990@example.com,France,social,FR-5567,Merino Base Layer,1,79,79,190,GBP,completed,,06/30/2026
ORD-101980,25-05-2026,customer0809@example.com,uk ,paid_search,FR-7781,Storm Overtrousers,2,95,190,0.41,GBP,completed,,20-02-2026
ORD-100372,22-01-2026,customer0638@example.com,Germany,organic,FR-4471,Alpine Jacket,3,149,447,640,GBP,refunded,,25-05-2026
ORD-102170,15-03-2026,customer1232@example.com,uk ,email,FR-3345,CafÃ© Latte Mug,3,79,237,340,GBP,refunded,,22-01-2026
ORD-100509,17-01-2026,customer0905@example.com,GB,organic,FR-4471,Alpine Jacket,1,12.5,12.5,640,EUR,completed,,03/15/2026
ORD-102217,03-07-2026,customer1220@example.com,Ireland,social,FR-1120,Fell Runner Cap,1,45,45,85,GBP,completed,,17-01-2026
ORD-101947,26-03-2026,customer0751@example.com,UK,email,FR-9902,Trekking Poles,1,89,89,520,GBP,completed,,07-03-2026
ORD-102481,02-04-2026,customer0381@example.com,France,organic,FR-4471,Alpine Jacket,-1,12.5,-12.5,640,GBP,completed,,26-03-2026
ORD-101426,03-01-2026,customer0673@example.com,gb,direct,FR-4471,Alpine Jacket,-1,80.1,-80.1,640,GBP,completed,,04-02-2026
ORD-100203,06-11-2026,customer1140@example.com,France,paid_search,FR-7781,Storm Overtrousers,1,11.25,11.25,0.41,EUR,completed,,01-03-2026
ORD-100364,03-07-2026,customer0044@example.com,Germany,social,FR-8890,Summit Down Gilet,2,95,190,380,EUR,refunded,,11-06-2026
ORD-102488,03-06-2026,customer0412@example.com,gb,organic,FR-7781,Storm Overtrousers,2,95,190,410,GBP,completed,,07-03-2026
ORD-100485,14-06-2026,customer1056@example.com,uk ,email,FR-5567,Merino Base Layer,1,45,45,0.19,GBP,completed,,06-03-2026
ORD-100121,29-04-2026,customer0761@example.com,gb,direct,FR-2210,Trail Softshell,2,11.25,22.5,0.52,GBP,completed,,14-06-2026
ORD-100228,06-12-2026,customer0542@example.com,France,paid_search,FR-8890,Summit Down Gilet,1,21.6,21.6,0.38,GBP,completed,,29-04-2026
ORD-101841,25-02-2026,customer0579@example.com,United Kingdom,organic,FR-3345,CafÃ© Latte Mug,2,71.1,142.2,340,GBP,completed,,12-06-2026
ORD-101427,26-05-2026,customer0672@example.com,France,paid_search,FR-8890,Summit Down Gilet,1,89,89,0.38,GBP,completed,,25-02-2026
ORD-102234,06-05-2026,customer0891@example.com,United Kingdom,direct,FR-9902,Trekking Poles,2,80.1,160.2,0.52,GBP,completed,,26-05-2026
ORD-101483,29-03-2026,customer0068@example.com,gb,social,FR-8890,Summit Down Gilet,3,24,72,380,GBP,completed,,05-06-2026
ORD-100885,25-06-2026,customer0929@example.com,uk ,email,FR-3345,CafÃ© Latte Mug,3,45,135,0.34,GBP,completed,,03/29/2026
ORD-102200,07-04-2026,customer0061@example.com,Germany,social,FR-8890,Summit Down Gilet,2,45,90,0.38,EUR,refunded,,25-06-2026
ORD-102695,05-03-2026,customer0183@example.com, UK,email,FR-8890,Summit Down Gilet,2,79,158,0.38,GBP,completed,,04-07-2026
ORD-102535,22-04-2026,customer0541@example.com,United Kingdom,social,FR-5567,Merino Base Layer,2,89,178,0.19,GBP,completed,,03-05-2026
ORD-100620,23-05-2026,customer0327@example.com,France,social,FR-9902,Trekking Poles,2,95,190,0.52,GBP,completed,,22-04-2026
ORD-101520,13-01-2026,customer0273@example.com, UK,social,FR-2210,Trail Softshell,3,129,387,520,EUR,refunded,,23-05-2026
ORD-102713,13-04-2026,customer0524@example.com,gb,paid_search,FR-9902,Trekking Poles,2,134.1,268.2,520,GBP,refunded,,01/13/2026
ORD-102552,22-05-2026,customer1305@example.com, UK,organic,FR-4471,Alpine Jacket,2,£80.10,160.2,0.64,GBP,completed,,04/13/2026
ORD-100392,21-03-2026,customer1001@example.com,Germany,paid_search,FR-4471,Alpine Jacket,1,11.25,11.25,640,EUR,completed,,22-05-2026
ORD-100027,17-06-2026,customer0058@example.com,gb,social,FR-4471,Alpine Jacket,1,45,45,0.64,GBP,completed,,21-03-2026
ORD-102163,28-01-2026,customer0981@example.com,Ireland,paid_search,FR-1120,Fell Runner Cap,3,129,387,85,GBP,completed,,17-06-2026
ORD-101576,17-05-2026,customer0114@example.com,Ireland,paid_search,FR-9902,Trekking Poles,1,45,45,0.52,GBP,refunded,,28-01-2026
ORD-101972,01-07-2026,customer0626@example.com, UK,direct,FR-1120,Fell Runner Cap,3,116.1,348.3,85,EUR,refunded,,17-05-2026
ORD-102653,22-04-2026,customer0512@example.com,uk ,paid_search,FR-5567,Merino Base Layer,1,129,129,0.19,GBP,completed,,07-01-2026
ORD-102768,25-06-2026,customer0942@example.com,uk ,direct,FR-9902,Trekking Poles,1,24,24,0.52,GBP,completed,,22-04-2026
ORD-100431,06-09-2026,customer0095@example.com,GB,direct,FR-4471,Alpine Jacket,1,24,20.4,0.64,GBP,completed,,25-06-2026
ORD-101311,16-02-2026,customer0104@example.com, UK,email,FR-7781,Storm Overtrousers,1,£24.00,24,410,GBP,completed,,09-06-2026
ORD-101762,05-12-2026,customer0563@example.com,Ireland,paid_search,FR-5567,Merino Base Layer,3,89,267,0.19,GBP,refunded,,16-02-2026
ORD-102302,01-11-2026,customer0693@example.com,France,organic,FR-4471,Alpine Jacket,1,40.5,40.5,640,GBP,completed,,12-05-2026
ORD-102616,02-06-2026,customer0195@example.com,UK,email,FR-1120,Fell Runner Cap,1,134.1,134.1,85,GBP,refunded,,11-01-2026
ORD-101512,21-01-2026,customer0782@example.com, UK,social,FR-9902,Trekking Poles,3,129,387,520,GBP,refunded,,06-02-2026
ORD-100853,15-02-2026,customer1357@example.com,Ireland,email,FR-3345,CafÃ© Latte Mug,2,129,258,340,GBP,completed,,21-01-2026
ORD-102810,03-08-2026,customer0132@example.com,GB,direct,FR-4471,Alpine Jacket,3,129,348.3,640,GBP,completed,,15-02-2026
ORD-102908,04-10-2026,customer0950@example.com,United Kingdom,social,FR-5567,Merino Base Layer,1,134.1,134.1,190,EUR,completed,,08-03-2026
ORD-101658,20-03-2026,customer0226@example.com,Germany,paid_search,FR-9902,Trekking Poles,3,95,285,520,GBP,refunded,,10-04-2026
ORD-101562,19-02-2026,customer0782@example.com,Ireland,email,FR-5567,Merino Base Layer,1,79,79,190,GBP,completed,,20-03-2026
ORD-100423,02-02-2026,customer0410@example.com,GB,paid_search,FR-9902,Trekking Poles,1,80.1,80.1,520,GBP,completed,,02/19/2026
ORD-100967,28-03-2026,customer0661@example.com,GB,social,FR-7781,Storm Overtrousers,3,11.25,33.75,410,GBP,completed,,02-02-2026
ORD-101234,23-04-2026,customer1089@example.com,Germany,organic,FR-5567,Merino Base Layer,2,149,298,0.19,GBP,completed,,28-03-2026
ORD-102973,16-01-2026,customer0025@example.com,France,paid_search,FR-3345,CafÃ© Latte Mug,3,12.5,37.5,340,GBP,completed,,23-04-2026
ORD-100500,03-11-2026,customer0327@example.com,United Kingdom,organic,FR-3345,CafÃ© Latte Mug,1,95,95,340,GBP,refunded,,16-01-2026
ORD-102830,30-03-2026,customer1378@example.com,ireland,direct,FR-4471,Alpine Jacket,-1,45,-45,640,GBP,completed,,11-03-2026
ORD-100683,30-04-2026,customer0238@example.com,United Kingdom,email,FR-5567,Merino Base Layer,3,116.1,348.3,0.19,GBP,completed,,30-03-2026
ORD-102620,30-04-2026,customer0501@example.com,Ireland,direct,FR-9902,Trekking Poles,2,80.1,160.2,0.52,EUR,completed,,30-04-2026
ORD-100358,07-03-2026,customer1277@example.com,United Kingdom,social,FR-9902,Trekking Poles,2,40.5,81,0.52,GBP,completed,,30-04-2026
ORD-102472,06-09-2026,customer0682@example.com,gb,paid_search,FR-4471,Alpine Jacket,2,134.1,268.2,0.64,GBP,completed,,03-07-2026
ORD-101235,29-05-2026,customer0642@example.com,GB,social,FR-4471,Alpine Jacket,2,85.5,171,0.64,GBP,completed,,09-06-2026
ORD-100511,01-06-2026,customer1371@example.com,United Kingdom,direct,FR-1120,Fell Runner Cap,1,71.1,71.1,85,GBP,refunded,,29-05-2026
ORD-102106,19-05-2026,customer1101@example.com,ireland,direct,FR-7781,Storm Overtrousers,1,45,45,0.41,GBP,completed,,06-01-2026
ORD-102016,15-02-2026,customer1305@example.com,United Kingdom,paid_search,FR-3345,CafÃ© Latte Mug,2,129,258,340,EUR,completed,,19-05-2026
ORD-100276,20-04-2026,customer0703@example.com,Ireland,direct,FR-9902,Trekking Poles,3,95,285,0.52,GBP,refunded,,15-02-2026
ORD-100869,13-05-2026,customer0394@example.com,France,organic,FR-3345,CafÃ© Latte Mug,1,24,24,0.34,GBP,completed,,20-04-2026
ORD-100849,06-07-2026,customer0695@example.com,ireland,direct,FR-2210,Trail Softshell,1,71.1,71.1,0.52,GBP,completed,,13-05-2026
ORD-100754,05-02-2026,customer1129@example.com,UK,organic,FR-5567,Merino Base Layer,2,116.1,232.2,0.19,GBP,completed,,07-06-2026
ORD-102483,24-02-2026,customer0034@example.com,ireland,social,FR-2210,Trail Softshell,1,45,45,520,GBP,completed,,02-05-2026
ORD-100476,03-08-2026,customer0186@example.com,UK,paid_search,FR-9902,Trekking Poles,1,149,149,520,GBP,completed,,24-02-2026
ORD-102598,03-05-2026,customer0077@example.com,uk ,social,FR-5567,Merino Base Layer,-2,129,-258,190,GBP,completed,,08-03-2026
ORD-100292,25-04-2026,customer0734@example.com,GB,organic,FR-7781,Storm Overtrousers,1,45,45,0.41,GBP,refunded,,05-03-2026
ORD-101114,28-03-2026,customer0274@example.com,UK,paid_search,FR-4471,Alpine Jacket,2,£71.10,142.2,640,GBP,completed,,25-04-2026
ORD-101024,13-05-2026,customer0850@example.com,uk ,paid_search,FR-7781,Storm Overtrousers,3,116.1,348.3,0.41,GBP,completed,,03/28/2026
ORD-100037,01-09-2026,customer1301@example.com,Ireland,direct,FR-5567,Merino Base Layer,1,79,79,190,GBP,refunded,,13-05-2026
ORD-101065,22-05-2026,customer1291@example.com,Ireland,direct,FR-8890,Summit Down Gilet,3,79,237,0.38,EUR,completed,,09-01-2026
ORD-101448,26-06-2026,customer1174@example.com, UK,social,FR-1120,Fell Runner Cap,1,129,129,0.085,GBP,refunded,,22-05-2026
ORD-101379,01-07-2026,customer1265@example.com,Germany,social,FR-8890,Summit Down Gilet,3,GBP129.00,328.95,380,GBP,completed,,26-06-2026
ORD-100505,03-01-2026,customer1278@example.com,Germany,email,FR-7781,Storm Overtrousers,3,11.25,33.75,410,GBP,completed,,07-01-2026
ORD-101168,02-05-2026,customer0489@example.com,Germany,direct,FR-7781,Storm Overtrousers,1,11.25,11.25,410,GBP,refunded,,01-03-2026
ORD-100214,17-01-2026,customer0357@example.com,GB,direct,FR-5567,Merino Base Layer,1,149,149,190,GBP,refunded,,05-02-2026
ORD-100487,11-03-2026,customer1323@example.com,gb,email,FR-7781,Storm Overtrousers,1,79,79,410,GBP,refunded,,17-01-2026
ORD-102787,02-04-2026,customer0080@example.com,Ireland,social,FR-7781,Storm Overtrousers,2,11.25,20.25,410,GBP,completed,,03-11-2026
ORD-101204,04-10-2026,customer1164@example.com,ireland,organic,FR-5567,Merino Base Layer,1,45,40.5,190,GBP,completed,,04-02-2026
ORD-101924,05-03-2026,customer0851@example.com,United Kingdom,email,FR-4471,Alpine Jacket,3,116.1,348.3,0.64,GBP,completed,,10-04-2026
ORD-100356,26-06-2026,customer0214@example.com,ireland,social,FR-1120,Fell Runner Cap,2,71.1,142.2,0.085,GBP,refunded,,03-05-2026
ORD-101343,02-09-2026,customer1025@example.com,ireland,paid_search,FR-4471,Alpine Jacket,1,45,45,640,GBP,completed,,26-06-2026
ORD-101077,18-02-2026,customer0479@example.com,GB,paid_search,FR-8890,Summit Down Gilet,1,45,45,380,GBP,completed,,09-02-2026
ORD-101010,24-05-2026,customer0240@example.com,GB,organic,FR-4471,Alpine Jacket,1,95,76,0.64,GBP,refunded,,18-02-2026
ORD-101742,26-06-2026,customer0390@example.com,gb,social,FR-1120,Fell Runner Cap,1,79,79,0.085,GBP,completed,,24-05-2026
ORD-100163,01-11-2026,customer1197@example.com,ireland,organic,FR-9902,Trekking Poles,2,80.1,160.2,520,GBP,completed,,26-06-2026
ORD-101585,05-08-2026,customer0748@example.com,gb,paid_search,FR-2210,Trail Softshell,2,79,158,0.52,GBP,refunded,,11-01-2026
ORD-102316,02-01-2026,customer0473@example.com,gb,paid_search,FR-1120,Fell Runner Cap,3,149,447,85,GBP,completed,,08-05-2026
ORD-101662,25-03-2026,customer0991@example.com,gb,email,FR-2210,Trail Softshell,2,95,190,520,EUR,refunded,,01-02-2026
ORD-100225,28-04-2026,customer0835@example.com,UK,social,FR-4471,Alpine Jacket,1,24,24,0.64,GBP,refunded,,03/25/2026
ORD-101449,02-12-2026,customer0753@example.com, UK,organic,FR-9902,Trekking Poles,3,149,447,520,GBP,completed,,28-04-2026
ORD-101452,26-06-2026,customer1243@example.com,gb,organic,FR-8890,Summit Down Gilet,1,134.1,134.1,0.38,GBP,completed,,12-02-2026
ORD-100711,22-02-2026,customer0238@example.com,UK,email,FR-8890,Summit Down Gilet,2,GBP95.00,190,380,GBP,refunded,,26-06-2026
ORD-102402,06-03-2026,customer1192@example.com,France,email,FR-2210,Trail Softshell,3,79,237,0.52,EUR,completed,,22-02-2026
ORD-100740,04-02-2026,customer0029@example.com,GB,paid_search,FR-8890,Summit Down Gilet,2,11.25,22.5,380,GBP,completed,,03-06-2026
ORD-101017,01-09-2026,customer0373@example.com,Ireland,direct,FR-7781,Storm Overtrousers,1,116.1,116.1,410,GBP,completed,,02-04-2026
ORD-102941,19-06-2026,customer0010@example.com,gb,paid_search,FR-5567,Merino Base Layer,3,134.1,402.3,0.19,EUR,completed,,09-01-2026
ORD-101600,01-08-2026,customer0258@example.com, UK,paid_search,FR-2210,Trail Softshell,1,24,24,520,GBP,completed,,19-06-2026
ORD-100745,13-05-2026,customer0581@example.com,UK,paid_search,FR-2210,Trail Softshell,1,45,45,0.52,GBP,completed,,08-01-2026
ORD-102482,24-06-2026,customer1278@example.com,uk ,direct,FR-1120,Fell Runner Cap,3,40.5,121.5,0.085,EUR,completed,,13-05-2026
ORD-102054,02-05-2026,customer0904@example.com,uk ,email,FR-4471,Alpine Jacket,1,95,95,640,GBP,completed,,24-06-2026
ORD-100948,21-03-2026,customer0840@example.com,France,social,FR-3345,CafÃ© Latte Mug,2,45,90,340,EUR,refunded,,05-02-2026
ORD-100047,28-05-2026,customer1164@example.com,United Kingdom,organic,FR-8890,Summit Down Gilet,1,£40.50,40.5,0.38,GBP,completed,,21-03-2026
ORD-100809,25-02-2026,customer0833@example.com,ireland,organic,FR-7781,Storm Overtrousers,1,45,45,410,GBP,refunded,,28-05-2026
ORD-100817,22-03-2026,customer0959@example.com,ireland,organic,FR-4471,Alpine Jacket,3,149,447,640,GBP,refunded,,25-02-2026
ORD-101665,29-03-2026,customer0462@example.com,France,paid_search,FR-7781,Storm Overtrousers,3,95,285,410,GBP,completed,,22-03-2026
ORD-101637,13-03-2026,customer1265@example.com,Ireland,social,FR-8890,Summit Down Gilet,2,21.6,43.2,380,GBP,completed,,29-03-2026
ORD-100896,14-03-2026,customer0416@example.com,GB,paid_search,FR-7781,Storm Overtrousers,1,24,24,410,EUR,completed,,13-03-2026
ORD-100347,04-07-2026,customer1012@example.com, UK,email,FR-3345,CafÃ© Latte Mug,2,116.1,232.2,340,EUR,completed,,14-03-2026
ORD-100712,04-02-2026,customer1341@example.com,ireland,social,FR-3345,CafÃ© Latte Mug,1,89,89,340,GBP,completed,,07-04-2026
ORD-102414,05-11-2026,customer0888@example.com,France,paid_search,FR-9902,Trekking Poles,3,45,135,0.52,GBP,completed,,02-04-2026
